text,embeddings,distances
3100 BC: First Dynasty of Egypt.,"[ 0.0278906  -0.02605212  0.03246591 ... -0.00277078  0.01166809
 -0.02170662]",0.8007999800418223
"221 BC: Qin Shi Huang unifies China, end of Warring States period; marking the beginning of Imperial rule in China which lasts until 1912. Construction of the Great Wall by the Qin dynasty begins.","[ 0.00416215 -0.01512621  0.07764139 ... -0.01616065 -0.02597805
 -0.02919847]",0.8008559995270023
326 BC: Alexander the Great defeats Indian king Porus in the Battle of the Hydaspes River.,"[ 0.00780273 -0.01684888  0.06913054 ...  0.00851601  0.02448293
  0.01559582]",0.8018771616305906
"250 BC: Rise of Parthia (Ashkâniân), the second native dynasty of ancient Persia.","[-0.02607795 -0.04691936  0.02335495 ... -0.00753538 -0.00319167
 -0.02982731]",0.8018802585692006
"331 BC: Alexander the Great defeats Darius III of Persia in the Battle of Gaugamela, completing his conquest of Persia.","[-0.01331398 -0.02760758  0.06433457 ...  0.02149829  0.01212952
  0.01848817]",0.8019307196301863
"2500 BC: The last mammoth population, on Wrangel Island in Siberia, goes extinct.",[0.04455087 0.00641594 0.04992845 ... 0.06846581 0.0065307  0.04100953],0.8022315850145525
1000 BC: Nok culture begins in West Africa.,"[ 0.02574549 -0.02581067  0.04866658 ... -0.0073543   0.0071642
 -0.00953778]",0.8023828176695185
"206 BC: Han dynasty established in China, after the death of Qin Shi Huang; China in this period officially becomes a Confucian state and opens trading connections with the West, i.e. the Silk Road.","[ 0.0022039  -0.06098591  0.0466175  ... -0.03789667 -0.00226128
 -0.01818003]",0.8036752477671292
200s: The Buddhist Srivijaya Empire established in Maritime Southeast Asia.,"[-0.04117839  0.01289695  0.06000717 ... -0.01444688  0.02826231
  0.00204744]",0.8045615091527706
1800 BC: Alphabetic writing emerges.,"[ 0.02866875  0.01235916  0.06826323 ...  0.00949229  0.01571138
 -0.00618523]",0.804682009552546
1700 BC – 1400 BC: The Proto-Sinaitic script is the oldest alphabet created in Egypt.,"[-0.00029813 -0.01179237  0.04424641 ... -0.00817357  0.00016893
  0.02993139]",0.8070784701112184
2560 BC: King Khufu completes the Great Pyramid of Giza.  The Land of Punt in the Horn of Africa first appears in Egyptian records around this time.,"[ 0.00497496 -0.00119679  0.06587052 ... -0.00388     0.00935477
 -0.02905236]",0.8071014224769355
c. 1750 BC: Mycenaean civilization begins in mainland Greece.,"[ 0.054141   -0.0354352   0.07418435 ...  0.00157088  0.00642325
 -0.00302447]",0.8088610435131398
3000 BC – 2300 BC: The East African Pastoral neolithic culture builds East Africa's earliest and largest monumental cemetery at Lothagam North Pillar Site.,"[ 0.04768971 -0.02620314  0.02080966 ...  0.01649706  0.01616952
  0.02189054]",0.8100435589453917
207 BC: Kingdom of Nanyue extends from Guangzhou to North Việt Nam .,"[-0.04045977  0.0100046   0.05288145 ... -0.03146404  0.02650378
 -0.0011757 ]",0.8107346382457803
"1600 BC: The beginning of Shang dynasty in China; evidence of a fully developed writing system, see Oracle bone script.","[ 0.07459908 -0.01141758  0.04436305 ...  0.0008803   0.00858164
 -0.01805939]",0.8121082260232261
3000 BC: Domestication of the horse in the Yamnaya culture.,"[ 0.0103662  -0.00336164  0.03139354 ...  0.0221852   0.00563096
 -0.00882056]",0.8127157221858552
335: Samudragupta becomes the emperor of the Gupta empire.,"[ 0.0183322   0.01531019  0.05891922 ... -0.018032    0.02437623
 -0.0010582 ]",0.813494243160794
2700 BC: Rise of Elam in Iran.,"[-0.06522743 -0.04860001  0.02893252 ... -0.00741926  0.00666958
 -0.02175626]",0.8136496223782476
100 BC – 100 AD: Bantu speaking communities in the great lakes region of Africa develop iron forging techniques that enable them to produce carbon steel.,"[ 0.05290018  0.01584099  0.0333365  ... -0.01098361 -0.01158169
  0.03313527]",0.8183418941692661
2500 BC – 1500 BC: Kerma culture begins in Nubia.,"[ 0.03682446  0.03852104  0.02875483 ...  0.00216966 -0.00128671
 -0.0171833 ]",0.8184122883984302
"594 BC: Solon appointed Archon of Classical Athens and begins issuing citizenship and judicial reforms, giving Athenian citizens the right to participate in government.","[ 0.06051984 -0.04108148  0.06646664 ... -0.01613121 -0.01072043
 -0.03531672]",0.8190624087522086
255 BC: Ashoka sends a Buddhist missionary led by his son who was Mahinda Thero (Buddhist monk) to Sri Lanka (then Lanka) Mahinda (Buddhist monk).,"[ 0.03449388 -0.05847109  0.06285642 ... -0.00798394  0.01553138
 -0.00902952]",0.8250141756347241
100 – 940: Kingdom of Aksum forms in the Horn of Africa.,"[ 0.01729134 -0.00737269  0.08053734 ... -0.00305251 -0.02169374
  0.00090899]",0.8254597004422436
"549 BC: Mahavira, founder of Jainism, is born.","[-0.0198396  -0.00459466 -0.00442422 ... -0.02140768  0.03323158
  0.00799136]",0.8275764045613414
500 BC: Panini standardizes the grammar and morphology of Sanskrit in the text Ashtadhyayi. Panini's standardized Sanskrit is known as Classical Sanskrit.,"[ 0.01392131 -0.06760281  0.04234093 ... -0.00867066  0.00920044
 -0.01181266]",0.8280455187993593
2600 BC: Emergence of Mayan culture in the Yucatán Peninsula.,"[ 0.02057628  0.06313398  0.02378962 ... -0.02546709  0.01912755
  0.00961824]",0.8281566208740925
2055 BC: The Middle Kingdom begins in Egypt.,"[ 0.02237378  0.0023637   0.06963673 ... -0.01326099 -0.00709937
 -0.01409945]",0.8290938007661737
c. 100 BC: Chola dynasty rises in prominence.,"[ 0.04114355 -0.04452693  0.05430113 ...  0.00438847  0.0305966
 -0.01133014]",0.829242155290875
3200 BC: Caral-Supe civilization begins in Peru.,"[ 0.00704197 -0.05546331  0.02985048 ...  0.00415975  0.02361865
  0.0051101 ]",0.8294753112625093
"420: The general Liu Yu usurps the Jin in southern China, beginning the Liu Song dynasty.","[-0.01463007 -0.05237607 -0.02423306 ... -0.01386741  0.00707872
  0.00516134]",0.8324919763118644
c. 1550 BC: The New Kingdom begins in Egypt.,"[ 0.03164447  0.01510952  0.01631095 ... -0.01026816 -0.00694895
  0.01694221]",0.8328744327455249
2700 BC: The Old Kingdom begins in Egypt.,"[ 0.0008468  -0.02413631  0.02622542 ... -0.01289974  0.00132978
 -0.02225003]",0.8331186241812372
300 BC: Chola Empire forms in South India.,"[ 0.02611548 -0.02182101  0.05971873 ...  0.00264275  0.02294051
 -0.00624441]",0.834149364934463
"563 BC: Siddhartha Gautama (Buddha), founder of Buddhism is born as a prince of the Shakya clan, which ruled parts of Magadha, one of the Mahajanapadas.","[-0.02195889 -0.03155258  0.05333381 ...  0.00536092  0.00957592
  0.00175995]",0.8347076700441706
1700 BC: Indus Valley Civilization comes to an end but is continued by the Cemetery H culture; The beginning of Poverty Point culture in North America.,"[ 0.05229192  0.01351062  0.04497554 ...  0.00196095  0.05467087
 -0.00287129]",0.8402707454616778
"700 BC: The construction of Marib Dam in Arabia Felix, in modern Saudi Arabia and Yemen.","[-0.0063      0.0213494   0.07649846 ...  0.00306711 -0.02406621
 -0.01841868]",0.8407702879112344
"300 BC: Sangam literature (Tamil: சங்க இலக்கியம், Canka ilakkiyam) period in the history of ancient southern India (known as the Tamilakam)","[ 0.04312447 -0.03593706  0.06131385 ...  0.03220282  0.044048
  0.00181567]",0.8410827405870371
c. 200 BC: Chera dynasty in South India.,"[ 0.01598222 -0.04981735  0.02507135 ... -0.00536299  0.03674284
 -0.00921113]",0.8414326537497103
"439: The Northern Wei dynasty unites northern China, beginning the Northern and Southern dynasties period.","[ 0.02238409 -0.04196497  0.0448097  ... -0.01178383 -0.0115658
  0.02497965]",0.8427050195221146
3200 BC: Rise of Proto-Elamite Civilization in Iran.,"[-0.04236161 -0.05149433  0.02823411 ... -0.00632185  0.0118182
 -0.01169281]",0.8427155275366996
3000 BC: Jiroft culture begins in Iran.,"[-0.0582898  -0.02912339  0.02630569 ... -0.00354363  0.04239454
 -0.00827565]",0.8449343002517585
3000 BC – 2500 BC: Earliest evidence of autochthonous iron production in West Africa.,"[ 0.02094625 -0.04273373  0.04187148 ... -0.00078404 -0.00461617
  0.00212407]",0.8466608701995756
"2700 BC: Minoan civilization ancient palace city Knossos reaches 80,000 inhabitants.","[ 0.02716014 -0.00680042  0.05353121 ...  0.0133828   0.02450226
 -0.00441248]",0.847315336018187
2800 BC: Kot Diji phase of the Indus Valley Civilisation begins.,"[ 0.03565592 -0.012163    0.01294054 ...  0.01461782  0.0337676
  0.00086363]",0.8475106964812498
"600 BC: Sixteen Mahajanapadas (""Great Realms"" or ""Great Kingdoms"") emerge in India.","[ 0.02028745  0.00177039  0.09581332 ... -0.01292305  0.04873339
 -0.01180262]",0.8487795010422629
2600 BC: Mature Harappan phase of the Indus Valley civilization (in present-day Pakistan and India) begins.,"[ 0.05136112 -0.01627469  0.03791151 ... -0.01103998  0.00656416
 -0.01949861]",0.8532087863941524
"1500 BC – 400 BC: Olmec civilization flourishes in Pre-Columbian Mexico, during Mesoamerica's Formative period.","[ 0.0612912   0.00738318  0.03752901 ... -0.02285539  0.03159361
  0.01429235]",0.856630781239121
1900 BC: Erlitou culture begins in China.,"[-0.00105246 -0.03770879  0.03996734 ... -0.00853596  0.01112664
 -0.02160008]",0.8567190012954833
2800 BC: Longshan culture begins in China.,"[ 0.01291126 -0.03904015  0.05689708 ... -0.00695348  0.01555916
 -0.00071532]",0.858002542591667
c. 1400 BC: Oldest known song with notation.,"[ 4.39371131e-02 -3.80583596e-03  3.38028409e-02 ... -3.59470514e-03
  5.92701361e-02 -2.82978490e-05]",0.8605261200065033
"300 BC: Construction of the Great Pyramid of Cholula, the world's largest pyramid by volume (the Great Pyramid of Giza built 2560 BC Egypt stands 146.5 meters, making it 91.5 meters taller), begins in Cholula, Puebla, Mexico.","[ 0.0144522   0.00274014  0.06012116 ... -0.03933311  0.02326226
 -0.00437324]",0.8610048874126374
"551 BC: Confucius, founder of Confucianism, is born.","[-0.00069824 -0.01818533  0.01628522 ... -0.01472335 -0.00672996
 -0.01239547]",0.8632430853158328
"2250 BC: Oldest known depiction of the Staff God, the oldest image of a god to be found in the Americas.","[ 0.0709715   0.0232108   0.00260982 ... -0.00497693  0.04345331
  0.01037791]",0.8636408488096091
"1000 BC: The second stream of Bantu expansion reaches the great lakes region of Africa, creating a major population centre.","[ 0.0403365   0.03045562  0.08721856 ... -0.008479   -0.00693121
  0.0266617 ]",0.8676782924168085
c. 300 BC: Pingala uses zero and binary numeral system.,"[ 0.00613729 -0.0230664   0.06317795 ... -0.00358116  0.06106342
  0.02529697]",0.8711794443689203
"100 BC – 300 AD: The earliest Bantu settlements in the Swahili coast appear on the archaeological record in Kwale County in Kenya, Misasa in Tanzania and Ras Hafun in Somalia.","[ 0.02880277 -0.00486121  0.08770858 ...  0.00822514 -0.02415335
 -0.00536851]",0.8853258891889193
"316: Emperor Min of Jin executed, with northern China then controlled by various kingdoms founded by non-Han people. The Jin dynasty continues to rule the south.","[-0.04214428 -0.02959456  0.03693726 ... -0.04930392  0.03592027
  0.01184799]",0.8963961024398219
192: Kingdom of Champa in Tay Nguyen.,"[-0.01545902 -0.02933134  0.02236118 ... -0.02463923  0.01224028
 -0.00131257]",0.8976802165739219
300 – 1000: Growth of Azanian and Zanj settlements in the Swahili coast. Local industry and international trade flourish.,"[ 0.01743378  0.00642267  0.06260789 ... -0.00950881 -0.00090401
  0.00738345]",0.9137723016629801
280: Emperor Wu of Jin established the First Jin dynasty providing a temporary unity of China after the devastating Three Kingdoms period.,"[-0.02111212 -0.04817868  0.02411023 ... -0.0227731   0.00897344
  0.00696251]",0.9219859437555648
